"newTrait","genotype","time","Sowing_Block","Image_pos","colNum","rowNum","colId","rowId","plotId","timePoint"
0.621518949637267,"1293",1,"5","1b",17,16,"17","16","c17r16",2018-05-31 16:37:00
0.61811903355191,"2078",1,"5","1c",18,16,"18","16","c18r16",2018-05-31 16:37:00
0.63448442127042,"2355",1,"5","1a",19,16,"19","16","c19r16",2018-05-31 16:37:00
0.640898120942006,"1716",1,"2","1b",2,16,"2","16","c2r16",2018-05-31 16:37:00
0.632615408582468,"27",1,"5","1b",20,16,"20","16","c20r16",2018-05-31 16:37:00
0.646042346103717,"1220",1,"5","1c",21,16,"21","16","c21r16",2018-05-31 16:37:00
0.637760826526673,"837",1,"5","1a",22,16,"22","16","c22r16",2018-05-31 16:37:00
0.672642805067654,"81",1,"5","1b",23,16,"23","16","c23r16",2018-05-31 16:37:00
0.668068116047829,"2135",1,"5","1c",24,16,"24","16","c24r16",2018-05-31 16:37:00
0.643557106413277,"72",1,"2","1c",3,16,"3","16","c3r16",2018-05-31 16:37:00
0.631060112837822,"1977",1,"2","1a",4,16,"4","16","c4r16",2018-05-31 16:37:00
0.67336645986869,"2038",1,"2","1b",5,16,"5","16","c5r16",2018-05-31 16:37:00
0.682111218837711,"2031",1,"2","1c",6,16,"6","16","c6r16",2018-05-31 16:37:00
0.657790154384849,"1988",1,"2","1a",7,16,"7","16","c7r16",2018-05-31 16:37:00
0.662024879598407,"2257",1,"2","1b",8,16,"8","16","c8r16",2018-05-31 16:37:00
0.672763489456817,"1313",1,"2","1c",9,16,"9","16","c9r16",2018-05-31 16:37:00
0.645355100894223,"567",1,"2","4a",1,17,"1","17","c1r17",2018-05-31 16:37:00
0.707924680808419,"1304",1,"2","4a",10,17,"10","17","c10r17",2018-05-31 16:37:00
0.653574029643405,"325",1,"2","4b",11,17,"11","17","c11r17",2018-05-31 16:37:00
0.618784124603315,"1689",1,"2","4c",12,17,"12","17","c12r17",2018-05-31 16:37:00
0.636317519647671,"335",1,"5","4c",15,17,"15","17","c15r17",2018-05-31 16:37:00
0.625903214838552,"1214",1,"5","4a",16,17,"16","17","c16r17",2018-05-31 16:37:00
0.667305791173038,"1016",1,"5","4b",17,17,"17","17","c17r17",2018-05-31 16:37:00
0.674863794634656,"1689",1,"5","4c",18,17,"18","17","c18r17",2018-05-31 16:37:00
0.650134256818505,"1687",1,"5","4a",19,17,"19","17","c19r17",2018-05-31 16:37:00
0.641047308202666,"1302",1,"2","4b",2,17,"2","17","c2r17",2018-05-31 16:37:00
0.674491683305036,"2008",1,"5","4b",20,17,"20","17","c20r17",2018-05-31 16:37:00
0.66389949033544,"2400",1,"5","4c",21,17,"21","17","c21r17",2018-05-31 16:37:00
0.655538207484974,"2206",1,"5","4a",22,17,"22","17","c22r17",2018-05-31 16:37:00
0.65165395957639,"1463",1,"5","4b",23,17,"23","17","c23r17",2018-05-31 16:37:00
0.634060708465856,"774",1,"5","4c",24,17,"24","17","c24r17",2018-05-31 16:37:00
0.713610818432168,"ler",1,"2","4c",3,17,"3","17","c3r17",2018-05-31 16:37:00
0.654956264365201,"2064",1,"2","4a",4,17,"4","17","c4r17",2018-05-31 16:37:00
0.653418738504274,"2260",1,"2","4b",5,17,"5","17","c5r17",2018-05-31 16:37:00
0.631068622337475,"1473",1,"2","4c",6,17,"6","17","c6r17",2018-05-31 16:37:00
0.652589250431305,"2375",1,"2","4a",7,17,"7","17","c7r17",2018-05-31 16:37:00
0.675979204970641,"1942",1,"2","4b",8,17,"8","17","c8r17",2018-05-31 16:37:00
0.704623357932711,"2406",1,"2","4c",9,17,"9","17","c9r17",2018-05-31 16:37:00
0.680709445965252,"ler",1,"2","3a",1,18,"1","18","c1r18",2018-05-31 16:37:00
